timestamp, B6  ,B5  ,B4  ,B3  ,B2  ,B1  ,1st ,2nd ,3rd ,4th ,5th ,6th ,7th ,8th ,9th
0,58,57,57,58,58,59,58,0,0,0,0,0,0,1,0,0,2,4,5
1,58,57,57,58,58,59,58,0,0,0,0,0,0,1,0,0,2,4,5
2,58,57,57,58,58,59,58,0,0,0,0,0,0,1,0,0,2,4,5
3,58,57,57,58,58,59,58,0,0,0,0,0,0,1,0,0,2,4,5
4,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,1,3,5,6
5,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,1,3,5,6
6,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,1,3,5,6
7,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,1,3,5,6
8,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,1,3,5,6
9,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,1,3,5,6
10,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,1,3,5,6
11,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,1,3,5,6
12,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,1,3,5,6
13,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,1,3,5,6
14,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,1,3,5,6
15,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,1,4,6,7
16,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,1,4,6,7
17,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,1,4,6,7
18,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,1,4,6,7
19,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,1,4,6,7
20,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,1,4,6,7
21,38,58,57,58,58,59,58,0,0,0,0,0,0,1,0,2,4,6,7
22,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,2,4,6,7
23,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,2,4,6,7
24,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,2,4,6,7
25,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,2,4,6,7
26,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,2,5,7,8
27,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,2,5,7,8
28,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,2,5,7,8
29,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,2,5,7,8
30,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,2,5,7,8
31,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,2,5,7,8
32,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,3,5,7,8
33,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,3,5,7,8
34,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,3,5,7,8
35,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,3,5,7,8
36,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,3,5,7,8
37,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,3,6,8,9
38,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,3,6,8,9
39,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,3,6,8,9
40,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,3,6,8,9
41,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,3,6,8,9
42,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,3,6,8,9
43,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,4,6,8,9
44,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,4,6,8,9
45,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,4,6,8,9
46,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,4,6,8,9
47,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,4,6,8,9
48,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,4,7,9,10
49,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,4,7,9,10
50,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,4,7,9,10
51,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,4,7,9,10
52,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,4,7,9,10
53,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,4,7,9,10
54,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,5,7,9,10
55,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,5,7,9,10
56,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,5,7,9,10
57,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,5,7,9,10
58,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,5,7,9,10
59,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,5,8,10,11
60,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,5,8,10,11
61,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,5,8,10,11
62,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,5,8,10,11
63,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,5,8,10,11
64,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,5,8,10,11
65,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,6,8,10,11
66,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,6,8,10,11
67,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,6,8,10,11
68,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,6,8,10,11
69,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,6,8,10,11
70,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,6,9,11,12
71,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,6,9,11,12
72,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,6,9,11,12
73,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,6,9,11,12
74,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,6,9,11,12
75,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,6,9,11,12
76,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,7,9,11,12
77,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,7,9,11,12
78,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,7,9,11,12
79,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,7,9,11,12
80,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,7,9,11,12
81,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,7,10,12,13
82,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,7,10,12,13
83,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,7,10,12,13
84,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,7,10,12,13
85,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,7,10,12,13
86,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,7,10,12,13
87,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,8,10,12,13
88,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,8,10,12,13
89,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,8,10,12,13
90,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,8,10,12,13
91,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,8,10,12,13
92,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,8,11,13,14
93,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,8,11,13,14
94,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,8,11,13,14
95,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,8,11,13,14
96,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,8,11,13,14
97,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,8,11,13,14
98,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,9,11,13,14
99,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,9,11,13,14
100,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,9,11,13,14
101,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,9,11,13,14
102,38,57,57,58,58,59,58,0,0,0,0,0,0,1,0,9,11,13,14
